0	L23_PC
1	L23_BTC
2	L23_LBC
3	L4_PC
4	L4_SP
5	L4_SS
6	L5_STPC
7	L5_TTPC1
8	L5_TTPC2
9	L5_UTPC
10	L5_LBC
11	L6_UTPC
12	L6_BPC
13	L6_IPC
14	L6_TPC_L1
15	L6_NGC
16	L6_LBC
17	L6_BP
18	L6_TPC_L4
19	L6_BTC
20	L5_NBC
21	L5_BTC
